benchmark_id,q_tag,skeleton_sql,example_question,mimiciii_query_template,mimiciv_cdm_query_template,tag_items,tag_item_subtypes,value_arguments,observed_tag_item_signature_count,observed_value_count,skeleton_variant_candidate,variant_risk_level,variant_driver_tag_items,variant_reason
ehrsql_136,count the number of patients who were prescribed {drug_name} [time_filter_global1].,select count(distinct de.person_id) from <SCHEMA>.drug_exposure de where 1=1 {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},What is the number of patients who have been prescribed nitroglycerin oint. 2% until 2101?,select count( distinct admissions.subject_id ) from admissions where admissions.hadm_id in ( select prescriptions.hadm_id from prescriptions where prescriptions.drug = 'triamcinolone acetonide 0.1% cream' ),select count(distinct de.person_id) from <SCHEMA>.drug_exposure de where 1=1 {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: abs-year-in | abs-year-until | null | rel-year-last | rel-year-since,drug_name,5,6,NO,low,,
ehrsql_087,has_verb patient {patient_id} been prescribed any medication [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date},Has patient 73913 had any prescriptions for any medicines in May of last year?,"select count(*)>0 from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 14671 ) and datetime(prescriptions.startdate,'start of month') = datetime(current_time,'start of month','-0 month')",select count(*) > 0 as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: abs-month-since | abs-year-in | mix-month-last_year | null | rel-hosp-cur | rel-month-this | rel-month-until | rel-year-this | rel-year-until,patient_id,9,9,NO,low,,
ehrsql_107,count the number of drugs patient {patient_id} were prescribed [time_filter_global1].,select count(distinct de.drug_concept_id) from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date},Count the number of drugs that have been prescribed to patient 48637 since 2102.,"select count(distinct prescriptions.drug) from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 83358 ) and strftime('%y-%m',prescriptions.startdate) <= '2105-06'",select count(distinct de.drug_concept_id) from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: abs-year-since | abs-year-until | rel-month-this | rel-year-since,patient_id,4,5,NO,low,,
ehrsql_088,has_verb patient {patient_id} been prescribed {drug_name} [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},"In the first hospital visit, was patient 27392 prescribed insulin?","select count(*)>0 from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 26793 ) and prescriptions.drug = '0.9% sodium chloride' and strftime('%y',prescriptions.startdate) = '2105'",select count(*) > 0 as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: abs-month-in | abs-month-until | rel-hosp-first | rel-year-since | rel-year-this | rel-year-until,drug_name; patient_id,6,12,NO,low,,
ehrsql_108,count the number of times that patient {patient_id} were prescribed {drug_name} [time_filter_global1].,select count(*) from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},Number of times patient 12917 has been prescribed D5W since 04/2103.,"select count(*) from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 42829 ) and prescriptions.drug = 'metoclopramide' and datetime(prescriptions.startdate,'start of month') = datetime(current_time,'start of month','-0 month')",select count(*) from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: abs-month-in | abs-month-since | abs-year-since | rel-month-until | rel-year-this | rel-year-until,drug_name; patient_id,6,14,NO,low,,
ehrsql_039,what was the total amount of dose of {drug_name} that patient {patient_id} were prescribed [time_filter_global1]?,select sum(de.quantity) as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},Can you tell me the amount of metoclopramide that patient 51177 was prescribed in the previous month?,"select sum(prescriptions.dose_val_rx) from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 85010 ) and prescriptions.drug = 'neo*iv*caffeine citrate' and datetime(prescriptions.startdate,'start of month') = datetime(current_time,'start of month','-1 month')",select sum(de.quantity) as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: rel-hosp-cur | rel-hosp-first | rel-month-last | rel-month-since | rel-month-this,drug_name; patient_id,5,12,NO,low,,
ehrsql_086,"has_verb patient {patient_id} been prescribed {drug_name1}, {drug_name2}, or {drug_name3} [time_filter_global1]?",select count(distinct de.drug_concept_id) > 0 as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} and ({drug_filter:drug_name1:de.drug_concept_id} or {drug_filter:drug_name2:de.drug_concept_id} or {drug_filter:drug_name3:de.drug_concept_id}) {time_filter_global1:de.drug_exposure_start_date},"Was patient 808 prescribed multivitamins, GoLYTELY, or albuterol 0.083% neb soln during this hospital visit?","select count(*)>0 from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 23237 ) and prescriptions.drug in ( 'albuterol inhaler', 'calcium gluconate', 'lorazepam' ) and strftime('%y-%m',prescriptions.startdate) = '2105-12'",select count(distinct de.drug_concept_id) > 0 as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} and ({drug_filter:drug_name1:de.drug_concept_id} or {drug_filter:drug_name2:de.drug_concept_id} or {drug_filter:drug_name3:de.drug_concept_id}) {time_filter_global1:de.drug_exposure_start_date},time_filter_global1,time_filter_global1: abs-month-in | abs-month-since | abs-month-until | rel-hosp-cur | rel-year-last | rel-year-this,drug_name1; drug_name2; drug_name3; patient_id,6,23,NO,low,,
ehrsql_064,when was the [time_filter_exact1] prescription time of patient {patient_id} [time_filter_global1]?,select de.drug_exposure_start_datetime as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date} {time_filter_exact1:de.drug_exposure_start_datetime},When did patient 32329 receive a prescription in June of last year?,"select prescriptions.startdate from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 70950 ) and datetime(prescriptions.startdate) >= datetime(current_time,'-56 month') order by prescriptions.startdate asc limit 1",select de.drug_exposure_start_datetime as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date} {time_filter_exact1:de.drug_exposure_start_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-month-since | abs-month-until | mix-month-last_year | null | rel-hosp-cur | rel-hosp-first | rel-hosp-last | rel-month-until,patient_id,9,14,NO,low,,
ehrsql_035,what was the name of the drug that patient {patient_id} was [time_filter_exact1] prescribed [time_filter_global1]?,select c.concept_name as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.concept c on c.concept_id = de.drug_concept_id join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date} {time_filter_exact1:de.drug_exposure_start_datetime},What medication was prescribed to patient 31260 last in January of this year?,"select prescriptions.drug from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 3929 ) and datetime(prescriptions.startdate,'start of year') = datetime(current_time,'start of year','-0 year') and strftime('%m',prescriptions.startdate) = '05' order by prescriptions.startdate asc limit 1",select c.concept_name as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.concept c on c.concept_id = de.drug_concept_id join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {time_filter_global1:de.drug_exposure_start_date} {time_filter_exact1:de.drug_exposure_start_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-month-since | abs-month-until | mix-month-this_year | null | rel-hosp-cur | rel-hosp-first | rel-month-until,patient_id,8,10,NO,low,,
ehrsql_065,when was the [time_filter_exact1] time that patient {patient_id} was prescribed {drug_name} [time_filter_global1]?,select de.drug_exposure_start_datetime as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date} {time_filter_exact1:de.drug_exposure_start_datetime},When was simethicone first prescribed to patient 23237 during this month?,"select prescriptions.startdate from prescriptions where prescriptions.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 26793 ) and prescriptions.drug = 'zofran' and datetime(prescriptions.startdate) >= datetime(current_time,'-147 month') order by prescriptions.startdate desc limit 1",select de.drug_exposure_start_datetime as answer from <SCHEMA>.drug_exposure de join <SCHEMA>.person p on p.person_id = de.person_id where p.person_source_value = {patient_id} {drug_filter:drug_name:de.drug_concept_id} {time_filter_global1:de.drug_exposure_start_date} {time_filter_exact1:de.drug_exposure_start_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first; time_filter_global1: abs-month-in | mix-month-last_year | null | rel-hosp-first | rel-month-last | rel-month-this,drug_name; patient_id,6,12,NO,low,,
